n,k,seed,method,solved,time_s,plan_len,expanded,generated,bf_min,bf_max,bf_avg,max_frontier,max_closed,max_memory
4,5,13,fast_downward_lmcut,True,0.013019,1,2,3,,,,,,
4,5,14,astar_manhattan,True,0.000398,3,3,9,3,4,3.333333,6,3,9
4,5,14,fast_downward_lmcut,True,0.013668,3,4,10,,,,,,
4,5,15,astar_manhattan,True,0.000386,3,3,9,3,4,3.333333,6,3,9
4,5,15,fast_downward_lmcut,True,0.017667,3,4,10,,,,,,
4,5,16,astar_manhattan,True,0.000391,3,3,7,2,3,2.666667,4,3,7
4,5,16,fast_downward_lmcut,True,0.013529,3,4,8,,,,,,
4,5,17,astar_manhattan,True,0.000179,3,3,9,3,4,3.333333,6,3,9
4,5,17,fast_downward_lmcut,True,0.013187,3,4,10,,,,,,
4,5,18,astar_manhattan,True,0.000133,1,1,4,3,3,3.000000,3,1,4
4,5,18,fast_downward_lmcut,True,0.016505,1,2,3,,,,,,
4,5,19,astar_manhattan,True,0.000165,1,1,4,3,3,3.000000,3,1,4
4,5,19,fast_downward_lmcut,True,0.017163,1,2,3,,,,,,
4,10,0,astar_manhattan,True,0.000974,8,8,19,2,4,3.125000,11,8,19
4,10,0,fast_downward_lmcut,True,0.020061,8,9,25,,,,,,
4,10,1,astar_manhattan,True,0.000528,4,4,13,3,4,3.750000,9,4,13
4,10,1,fast_downward_lmcut,True,0.015242,4,5,15,,,,,,
4,10,2,astar_manhattan,True,0.000699,6,6,15,2,4,3.166667,9,6,15
4,10,2,fast_downward_lmcut,True,0.017475,6,7,19,,,,,,
4,10,3,astar_manhattan,True,0.000893,6,11,24,2,4,3.090909,13,11,24
4,10,3,fast_downward_lmcut,True,0.015781,6,7,19,,,,,,
4,10,4,astar_manhattan,True,0.000485,2,2,6,3,3,3.000000,4,2,6
4,10,4,fast_downward_lmcut,True,0.012984,2,3,6,,,,,,
4,10,5,astar_manhattan,True,0.000136,2,2,7,3,4,3.500000,5,2,7
4,10,5,fast_downward_lmcut,True,0.015040,2,3,7,,,,,,
4,10,6,astar_manhattan,True,0.000263,4,4,12,3,4,3.500000,8,4,12
4,10,6,fast_downward_lmcut,True,0.014893,4,5,14,,,,,,
4,10,7,astar_manhattan,True,0.000644,8,10,23,2,4,3.100000,13,10,23
4,10,7,fast_downward_lmcut,True,0.020611,8,10,29,,,,,,
4,10,8,astar_manhattan,True,0.000167,2,2,6,3,3,3.000000,4,2,6
4,10,8,fast_downward_lmcut,True,0.018165,2,3,6,,,,,,
4,10,9,astar_manhattan,True,0.000421,2,2,7,3,4,3.500000,5,2,7
4,10,9,fast_downward_lmcut,True,0.019062,2,3,7,,,,,,
4,10,10,astar_manhattan,True,0.000047,0,0,1,0,0,0.000000,1,0,1
4,10,10,fast_downward_lmcut,False,0.013592,0,1,0,,,,,,
4,10,11,astar_manhattan,True,0.000282,2,2,6,3,3,3.000000,4,2,6
4,10,11,fast_downward_lmcut,True,0.012511,2,3,6,,,,,,
4,10,12,astar_manhattan,True,0.000408,4,4,10,2,4,3.000000,6,4,10
4,10,12,fast_downward_lmcut,True,0.015423,4,5,12,,,,,,
4,10,13,astar_manhattan,True,0.000910,6,6,14,2,4,3.000000,8,6,14
4,10,13,fast_downward_lmcut,True,0.021146,6,7,18,,,,,,
4,10,14,astar_manhattan,True,0.001484,8,10,23,2,4,3.100000,13,10,23
4,10,14,fast_downward_lmcut,True,0.021725,8,10,29,,,,,,
4,10,15,astar_manhattan,True,0.000645,6,8,17,2,4,2.875000,9,8,17
4,10,15,fast_downward_lmcut,True,0.018468,6,7,18,,,,,,
4,10,16,astar_manhattan,True,0.000170,2,2,6,3,3,3.000000,4,2,6
4,10,16,fast_downward_lmcut,True,0.012006,2,3,6,,,,,,
4,10,17,astar_manhattan,True,0.000675,4,4,11,3,4,3.250000,7,4,11
4,10,17,fast_downward_lmcut,True,0.014903,4,5,13,,,,,,
4,10,18,astar_manhattan,True,0.000394,4,4,9,2,3,2.750000,5,4,9
4,10,18,fast_downward_lmcut,True,0.016629,4,5,11,,,,,,
4,10,19,astar_manhattan,True,0.000408,2,2,7,3,4,3.500000,5,2,7
4,10,19,fast_downward_lmcut,True,0.014375,2,3,7,,,,,,
4,15,0,astar_manhattan,True,0.000538,9,9,22,2,4,3.222222,13,9,22
4,15,0,fast_downward_lmcut,True,0.024081,9,10,29,,,,,,
4,15,1,astar_manhattan,True,0.001263,9,9,21,2,4,3.111111,12,9,21
4,15,1,fast_downward_lmcut,True,0.023864,9,10,28,,,,,,
4,15,2,astar_manhattan,True,0.000921,7,7,18,2,4,3.285714,11,7,18
4,15,2,fast_downward_lmcut,True,0.027918,7,8,23,,,,,,
4,15,3,astar_manhattan,True,0.003783,11,26,55,2,4,3.076923,29,26,55
4,15,3,fast_downward_lmcut,True,0.026816,11,17,52,,,,,,
4,15,4,astar_manhattan,True,0.000615,3,3,10,3,4,3.666667,7,3,10
4,15,4,fast_downward_lmcut,True,0.016563,3,4,11,,,,,,
4,15,5,astar_manhattan,True,0.000184,1,1,4,3,3,3.000000,3,1,4
4,15,5,fast_downward_lmcut,True,0.014771,1,2,3,,,,,,
4,15,6,astar_manhattan,True,0.000539,3,3,10,3,4,3.666667,7,3,10
4,15,6,fast_downward_lmcut,True,0.013892,3,4,11,,,,,,
4,15,7,astar_manhattan,True,0.000585,11,13,30,2,4,3.153846,17,13,30
4,15,7,fast_downward_lmcut,True,0.019708,11,13,39,,,,,,
4,15,8,astar_manhattan,True,0.000184,3,3,9,3,4,3.333333,6,3,9
4,15,8,fast_downward_lmcut,True,0.017678,3,4,10,,,,,,
4,15,9,astar_manhattan,True,0.000287,5,5,15,3,4,3.600000,10,5,15
4,15,9,fast_downward_lmcut,True,0.017162,5,6,18,,,,,,
4,15,10,astar_manhattan,True,0.000180,1,1,4,3,3,3.000000,3,1,4
4,15,10,fast_downward_lmcut,True,0.013231,1,2,3,,,,,,
4,15,11,astar_manhattan,True,0.000141,1,1,4,3,3,3.000000,3,1,4
4,15,11,fast_downward_lmcut,True,0.013561,1,2,3,,,,,,
4,15,12,astar_manhattan,True,0.000209,3,3,9,3,4,3.333333,6,3,9
4,15,12,fast_downward_lmcut,True,0.019174,3,4,10,,,,,,
4,15,13,astar_manhattan,True,0.002057,9,16,37,2,4,3.187500,21,16,37
4,15,13,fast_downward_lmcut,True,0.020274,9,12,34,,,,,,
4,15,14,astar_manhattan,True,0.001080,9,12,27,2,4,3.083333,15,12,27
4,15,14,fast_downward_lmcut,True,0.039825,9,10,29,,,,,,
4,15,15,astar_manhattan,True,0.001114,9,11,25,2,4,3.090909,14,11,25
4,15,15,fast_downward_lmcut,True,0.023161,9,10,29,,,,,,
4,15,16,astar_manhattan,True,0.000536,5,5,12,2,4,3.000000,7,5,12
4,15,16,fast_downward_lmcut,True,0.026599,5,6,15,,,,,,
4,15,17,astar_manhattan,True,0.000397,3,3,9,3,4,3.333333,6,3,9
4,15,17,fast_downward_lmcut,True,0.016721,3,4,10,,,,,,
4,15,18,astar_manhattan,True,0.001436,9,19,42,2,4,3.105263,23,19,42
4,15,18,fast_downward_lmcut,True,0.019696,9,13,37,,,,,,
4,15,19,astar_manhattan,True,0.000325,7,7,18,2,4,3.285714,11,7,18
4,15,19,fast_downward_lmcut,True,0.017131,7,8,23,,,,,,
4,20,0,astar_manhattan,True,0.000703,10,10,24,2,4,3.200000,14,10,24
4,20,0,fast_downward_lmcut,True,0.022298,10,11,32,,,,,,
4,20,1,astar_manhattan,True,0.001034,10,10,25,2,4,3.300000,15,10,25
4,20,1,fast_downward_lmcut,True,0.020397,10,11,33,,,,,,
4,20,2,astar_manhattan,True,0.000993,8,8,18,2,4,3.000000,10,8,18
4,20,2,fast_downward_lmcut,True,0.018203,8,9,24,,,,,,
4,20,3,astar_manhattan,True,0.002299,10,22,47,2,4,3.090909,25,22,47
4,20,3,fast_downward_lmcut,True,0.019519,10,15,44,,,,,,
4,20,4,astar_manhattan,True,0.000764,4,4,12,3,4,3.500000,8,4,12
4,20,4,fast_downward_lmcut,True,0.019300,4,5,14,,,,,,
4,20,5,astar_manhattan,True,0.000620,2,2,7,3,4,3.500000,5,2,7
4,20,5,fast_downward_lmcut,True,0.019398,2,3,7,,,,,,
4,20,6,astar_manhattan,True,0.000312,4,4,13,3,4,3.750000,9,4,13
4,20,6,fast_downward_lmcut,True,0.019074,4,5,15,,,,,,
4,20,7,astar_manhattan,True,0.001474,14,16,36,2,4,3.125000,20,16,36
4,20,7,fast_downward_lmcut,True,0.024543,14,20,60,,,,,,
4,20,8,astar_manhattan,True,0.000244,2,2,6,3,3,3.000000,4,2,6
4,20,8,fast_downward_lmcut,True,0.021059,2,3,6,,,,,,
4,20,9,astar_manhattan,True,0.000732,4,4,12,3,4,3.500000,8,4,12
4,20,9,fast_downward_lmcut,True,0.018555,4,5,14,,,,,,
4,20,10,astar_manhattan,True,0.000965,6,8,17,2,4,2.875000,9,8,17
4,20,10,fast_downward_lmcut,True,0.018428,6,7,18,,,,,,
4,20,11,astar_manhattan,True,0.000343,2,2,6,3,3,3.000000,4,2,6
4,20,11,fast_downward_lmcut,True,0.020392,2,3,6,,,,,,
4,20,12,astar_manhattan,True,0.000591,4,4,10,2,4,3.000000,6,4,10
4,20,12,fast_downward_lmcut,True,0.030367,4,5,12,,,,,,
4,20,13,astar_manhattan,True,0.001431,10,14,30,2,4,3.000000,16,14,30
4,20,13,fast_downward_lmcut,True,0.021576,10,12,34,,,,,,
4,20,14,astar_manhattan,True,0.005319,12,51,112,2,4,3.156863,61,51,112
4,20,14,fast_downward_lmcut,True,0.037229,12,39,121,,,,,,
4,20,15,astar_manhattan,True,0.000853,12,14,30,2,4,3.000000,16,14,30
4,20,15,fast_downward_lmcut,True,0.023446,12,13,37,,,,,,
4,20,16,astar_manhattan,True,0.001119,10,22,48,2,4,3.090909,26,22,48
4,20,16,fast_downward_lmcut,True,0.025456,10,12,36,,,,,,
4,20,17,astar_manhattan,True,0.001394,8,13,31,2,4,3.230769,18,13,31
4,20,17,fast_downward_lmcut,True,0.019782,8,9,25,,,,,,
4,20,18,astar_manhattan,True,0.005076,12,61,125,2,4,3.016393,64,61,125
4,20,18,fast_downward_lmcut,True,0.030597,12,25,77,,,,,,
4,20,19,astar_manhattan,True,0.001725,10,15,36,2,4,3.266667,21,15,36
4,20,19,fast_downward_lmcut,True,0.026693,10,11,33,,,,,,
4,25,0,astar_manhattan,True,0.000697,13,13,31,2,4,3.230769,18,13,31
4,25,0,fast_downward_lmcut,True,0.023467,13,14,42,,,,,,
4,25,1,astar_manhattan,True,0.002741,15,24,57,2,4,3.291667,33,24,57
4,25,1,fast_downward_lmcut,True,0.034488,15,17,54,,,,,,
4,25,2,astar_manhattan,True,0.001322,9,9,20,2,4,3.000000,11,9,20
4,25,2,fast_downward_lmcut,True,0.020413,9,10,27,,,,,,
4,25,3,astar_manhattan,True,0.000395,5,5,12,2,4,3.000000,7,5,12
4,25,3,fast_downward_lmcut,True,0.016193,5,6,15,,,,,,
4,25,4,astar_manhattan,True,0.000282,5,5,14,3,4,3.400000,9,5,14
4,25,4,fast_downward_lmcut,True,0.015326,5,6,17,,,,,,
4,25,5,astar_manhattan,True,0.000158,1,1,4,3,3,3.000000,3,1,4
4,25,5,fast_downward_lmcut,True,0.015780,1,2,3,,,,,,
4,25,6,astar_manhattan,True,0.000757,5,5,15,3,4,3.600000,10,5,15
4,25,6,fast_downward_lmcut,True,0.024630,5,6,18,,,,,,
4,25,7,astar_manhattan,True,0.004276,17,25,53,2,4,3.040000,28,25,53
4,25,7,fast_downward_lmcut,True,0.039624,17,26,79,,,,,,
4,25,8,astar_manhattan,True,0.000381,3,3,9,3,4,3.333333,6,3,9
4,25,8,fast_downward_lmcut,True,0.013158,3,4,10,,,,,,
4,25,9,astar_manhattan,True,0.000174,3,3,10,3,4,3.666667,7,3,10
4,25,9,fast_downward_lmcut,True,0.018608,3,4,11,,,,,,
4,25,10,astar_manhattan,True,0.001314,9,18,34,2,4,2.888889,16,18,34
4,25,10,fast_downward_lmcut,True,0.026040,9,10,28,,,,,,
4,25,11,astar_manhattan,True,0.000543,5,5,12,2,4,3.000000,7,5,12
4,25,11,fast_downward_lmcut,True,0.017440,5,6,15,,,,,,
4,25,12,astar_manhattan,True,0.000974,5,5,14,3,4,3.400000,9,5,14
4,25,12,fast_downward_lmcut,True,0.017370,5,6,17,,,,,,
4,25,13,astar_manhattan,True,0.003064,13,31,63,2,4,3.064516,32,31,63
4,25,13,fast_downward_lmcut,True,0.023604,13,16,48,,,,,,
4,25,14,astar_manhattan,True,0.008763,15,75,163,2,4,3.160000,87,75,162
4,25,14,fast_downward_lmcut,True,0.053017,15,53,166,,,,,,
4,25,15,astar_manhattan,True,0.000561,11,13,28,2,4,3.000000,15,13,28
4,25,15,fast_downward_lmcut,True,0.031631,11,12,34,,,,,,
4,25,16,astar_manhattan,True,0.001809,11,28,60,2,4,3.071429,32,28,60
4,25,16,fast_downward_lmcut,True,0.025940,11,14,40,,,,,,
4,25,17,astar_manhattan,True,0.004977,11,45,97,2,4,3.111111,52,45,97
4,25,17,fast_downward_lmcut,True,0.036596,11,22,69,,,,,,
4,25,18,astar_manhattan,True,0.005051,11,44,91,2,4,3.022727,47,44,91
4,25,18,fast_downward_lmcut,True,0.034164,11,21,64,,,,,,
4,25,19,astar_manhattan,True,0.001526,9,12,29,2,4,3.250000,17,12,29
4,25,19,fast_downward_lmcut,True,0.017230,9,10,30,,,,,,
4,30,0,astar_manhattan,True,0.006841,18,66,140,2,4,3.090909,74,66,140
4,30,0,fast_downward_lmcut,True,0.032741,18,21,60,,,,,,
4,30,1,astar_manhattan,True,0.004837,18,39,90,2,4,3.256410,51,39,90
4,30,1,fast_downward_lmcut,True,0.048048,18,24,77,,,,,,
4,30,2,astar_manhattan,True,0.001541,10,16,34,2,4,3.000000,18,16,34
4,30,2,fast_downward_lmcut,True,0.031337,10,11,31,,,,,,
4,30,3,astar_manhattan,True,0.001302,8,13,29,2,4,3.153846,16,13,29
4,30,3,fast_downward_lmcut,True,0.023160,8,9,26,,,,,,
4,30,4,astar_manhattan,True,0.001158,8,8,20,2,4,3.250000,12,8,20
4,30,4,fast_downward_lmcut,True,0.024565,8,9,26,,,,,,
4,30,5,astar_manhattan,True,0.000388,6,6,15,2,4,3.166667,9,6,15
4,30,5,fast_downward_lmcut,True,0.026958,6,7,19,,,,,,
4,30,6,astar_manhattan,True,0.001389,8,10,26,2,4,3.400000,16,10,26
4,30,6,fast_downward_lmcut,True,0.024753,8,9,29,,,,,,
4,30,7,astar_manhattan,True,0.001509,18,27,57,2,4,3.037037,30,27,57
4,30,7,fast_downward_lmcut,True,0.033491,18,27,82,,,,,,
4,30,8,astar_manhattan,True,0.000815,6,6,14,2,4,3.000000,8,6,14
4,30,8,fast_downward_lmcut,True,0.016899,6,7,18,,,,,,
4,30,9,astar_manhattan,True,0.000601,6,6,15,2,4,3.166667,9,6,15
4,30,9,fast_downward_lmcut,True,0.016904,6,7,19,,,,,,
4,30,10,astar_manhattan,True,0.002008,12,21,40,2,4,2.904762,19,21,40
4,30,10,fast_downward_lmcut,True,0.023522,12,13,37,,,,,,
4,30,11,astar_manhattan,True,0.000724,6,11,24,2,4,3.090909,13,11,24
4,30,11,fast_downward_lmcut,True,0.019305,6,7,19,,,,,,
4,30,12,astar_manhattan,True,0.001404,6,6,16,3,4,3.333333,10,6,16
4,30,12,fast_downward_lmcut,True,0.021261,6,7,20,,,,,,
4,30,13,astar_manhattan,True,0.001747,14,32,66,2,4,3.093750,34,32,66
4,30,13,fast_downward_lmcut,True,0.031304,14,17,52,,,,,,
4,30,14,astar_manhattan,True,0.009497,16,105,226,2,4,3.142857,120,105,225
4,30,14,fast_downward_lmcut,True,0.046149,16,64,202,,,,,,
4,30,15,astar_manhattan,True,0.001078,14,16,36,2,4,3.125000,20,16,36
4,30,15,fast_downward_lmcut,True,0.021416,14,15,45,,,,,,
4,30,16,astar_manhattan,True,0.013710,14,159,331,2,4,3.088050,172,159,331
4,30,16,fast_downward_lmcut,True,0.084986,14,74,234,,,,,,
4,30,17,astar_manhattan,True,0.007605,12,65,139,2,4,3.107692,74,65,139
4,30,17,fast_downward_lmcut,True,0.046854,12,33,101,,,,,,
4,30,18,astar_manhattan,True,0.005014,12,47,98,2,4,3.042553,51,47,98
4,30,18,fast_downward_lmcut,True,0.032033,12,24,71,,,,,,
4,30,19,astar_manhattan,True,0.002369,12,21,48,2,4,3.190476,27,21,48
4,30,19,fast_downward_lmcut,True,0.031825,12,15,46,,,,,,
5,5,0,astar_manhattan,True,0.000589,3,3,9,3,4,3.333333,6,3,9
5,5,0,fast_downward_lmcut,True,0.038772,3,4,10,,,,,,
5,5,1,astar_manhattan,True,0.000420,5,5,16,3,4,3.800000,11,5,16
5,5,1,fast_downward_lmcut,True,0.051067,5,6,19,,,,,,
5,5,2,astar_manhattan,True,0.000571,3,3,8,3,3,3.000000,5,3,8
5,5,2,fast_downward_lmcut,True,0.033407,3,4,9,,,,,,
5,5,3,astar_manhattan,True,0.000624,3,3,9,3,4,3.333333,6,3,9
5,5,3,fast_downward_lmcut,True,0.034226,3,4,10,,,,,,
5,5,4,astar_manhattan,True,0.000418,1,1,4,3,3,3.000000,3,1,4
5,5,4,fast_downward_lmcut,True,0.052710,1,2,3,,,,,,
5,5,5,astar_manhattan,True,0.000741,1,1,4,3,3,3.000000,3,1,4
5,5,5,fast_downward_lmcut,True,0.041771,1,2,3,,,,,,
5,5,6,astar_manhattan,True,0.000623,3,3,10,3,4,3.666667,7,3,10
5,5,6,fast_downward_lmcut,True,0.053906,3,4,11,,,,,,
5,5,7,astar_manhattan,True,0.001042,3,3,10,3,4,3.666667,7,3,10
5,5,7,fast_downward_lmcut,True,0.036543,3,4,11,,,,,,
5,5,8,astar_manhattan,True,0.000314,1,1,4,3,3,3.000000,3,1,4
5,5,8,fast_downward_lmcut,True,0.030405,1,2,3,,,,,,
5,5,9,astar_manhattan,True,0.000891,3,3,9,3,4,3.333333,6,3,9
5,5,9,fast_downward_lmcut,True,0.030142,3,4,10,,,,,,
5,5,10,astar_manhattan,True,0.000328,1,1,4,3,3,3.000000,3,1,4
5,5,10,fast_downward_lmcut,True,0.024674,1,2,3,,,,,,
5,5,11,astar_manhattan,True,0.000170,1,1,4,3,3,3.000000,3,1,4
5,5,11,fast_downward_lmcut,True,0.030770,1,2,3,,,,,,
5,5,12,astar_manhattan,True,0.000180,1,1,4,3,3,3.000000,3,1,4
5,5,12,fast_downward_lmcut,True,0.030202,1,2,3,,,,,,
5,5,13,astar_manhattan,True,0.000286,1,1,4,3,3,3.000000,3,1,4
5,5,13,fast_downward_lmcut,True,0.037262,1,2,3,,,,,,
5,5,14,astar_manhattan,True,0.000790,3,3,9,3,4,3.333333,6,3,9
5,5,14,fast_downward_lmcut,True,0.033029,3,4,10,,,,,,
5,5,15,astar_manhattan,True,0.000697,3,3,9,3,4,3.333333,6,3,9
5,5,15,fast_downward_lmcut,True,0.030397,3,4,10,,,,,,
5,5,16,astar_manhattan,True,0.000520,3,3,8,3,3,3.000000,5,3,8
5,5,16,fast_downward_lmcut,True,0.033244,3,4,9,,,,,,
5,5,17,astar_manhattan,True,0.000563,5,5,11,2,3,2.800000,6,5,11
5,5,17,fast_downward_lmcut,True,0.044131,5,6,14,,,,,,
5,5,18,astar_manhattan,True,0.000192,1,1,4,3,3,3.000000,3,1,4
5,5,18,fast_downward_lmcut,True,0.041401,1,2,3,,,,,,
5,5,19,astar_manhattan,True,0.000118,1,1,4,3,3,3.000000,3,1,4
5,5,19,fast_downward_lmcut,True,0.027920,1,2,3,,,,,,
5,10,0,astar_manhattan,True,0.000159,2,2,6,3,3,3.000000,4,2,6
5,10,0,fast_downward_lmcut,True,0.026858,2,3,6,,,,,,
5,10,1,astar_manhattan,True,0.001686,8,8,23,3,4,3.625000,15,8,23
5,10,1,fast_downward_lmcut,True,0.044533,8,9,29,,,,,,
5,10,2,astar_manhattan,True,0.000438,6,6,17,3,4,3.500000,11,6,17
5,10,2,fast_downward_lmcut,True,0.036325,6,7,21,,,,,,
5,10,3,astar_manhattan,True,0.001419,6,11,24,2,4,3.090909,13,11,24
5,10,3,fast_downward_lmcut,True,0.040284,6,7,19,,,,,,
5,10,4,astar_manhattan,True,0.000590,4,4,9,2,3,2.750000,5,4,9
5,10,4,fast_downward_lmcut,True,0.038817,4,5,11,,,,,,
5,10,5,astar_manhattan,True,0.000203,2,2,7,3,4,3.500000,5,2,7
5,10,5,fast_downward_lmcut,True,0.040058,2,3,7,,,,,,
5,10,6,astar_manhattan,True,0.001009,4,4,13,3,4,3.750000,9,4,13
5,10,6,fast_downward_lmcut,True,0.039054,4,5,15,,,,,,
5,10,7,astar_manhattan,True,0.000732,4,4,13,3,4,3.750000,9,4,13
5,10,7,fast_downward_lmcut,True,0.033082,4,5,15,,,,,,
5,10,8,astar_manhattan,True,0.000285,4,4,9,2,3,2.750000,5,4,9
5,10,8,fast_downward_lmcut,True,0.082752,4,5,11,,,,,,
5,10,9,astar_manhattan,True,0.001551,2,2,7,3,4,3.500000,5,2,7
5,10,9,fast_downward_lmcut,True,0.027397,2,3,7,,,,,,
5,10,10,astar_manhattan,True,0.000052,0,0,1,0,0,0.000000,1,0,1
5,10,10,fast_downward_lmcut,False,0.034894,0,1,0,,,,,,
5,10,11,astar_manhattan,True,0.000597,2,2,6,3,3,3.000000,4,2,6
5,10,11,fast_downward_lmcut,True,0.026726,2,3,6,,,,,,
5,10,12,astar_manhattan,True,0.000652,4,4,10,2,4,3.000000,6,4,10
5,10,12,fast_downward_lmcut,True,0.028085,4,5,12,,,,,,
5,10,13,astar_manhattan,True,0.000995,6,6,14,2,4,3.000000,8,6,14
5,10,13,fast_downward_lmcut,True,0.028895,6,7,18,,,,,,
5,10,14,astar_manhattan,True,0.001591,6,8,20,2,4,3.250000,12,8,20
5,10,14,fast_downward_lmcut,True,0.035066,6,8,24,,,,,,
5,10,15,astar_manhattan,True,0.000909,4,4,12,3,4,3.500000,8,4,12
5,10,15,fast_downward_lmcut,True,0.036137,4,5,14,,,,,,
5,10,16,astar_manhattan,True,0.001147,6,6,17,3,4,3.500000,11,6,17
5,10,16,fast_downward_lmcut,True,0.037818,6,7,21,,,,,,
5,10,17,astar_manhattan,True,0.001339,8,8,16,2,3,2.750000,8,8,16
5,10,17,fast_downward_lmcut,True,0.045678,8,9,22,,,,,,
5,10,18,astar_manhattan,True,0.000274,2,2,6,3,3,3.000000,4,2,6
5,10,18,fast_downward_lmcut,True,0.027110,2,3,6,,,,,,
5,10,19,astar_manhattan,True,0.000440,2,2,7,3,4,3.500000,5,2,7
5,10,19,fast_downward_lmcut,True,0.032733,2,3,7,,,,,,
5,15,0,astar_manhattan,True,0.000802,3,3,10,3,4,3.666667,7,3,10
5,15,0,fast_downward_lmcut,True,0.023823,3,4,11,,,,,,
5,15,1,astar_manhattan,True,0.003237,11,17,44,2,4,3.470588,27,17,44
5,15,1,fast_downward_lmcut,True,0.049118,11,12,38,,,,,,
5,15,2,astar_manhattan,True,0.001972,9,9,26,3,4,3.666667,17,9,26
5,15,2,fast_downward_lmcut,True,0.039019,9,10,33,,,,,,
5,15,3,astar_manhattan,True,0.003885,11,26,55,2,4,3.076923,29,26,55
5,15,3,fast_downward_lmcut,True,0.066389,11,17,52,,,,,,
5,15,4,astar_manhattan,True,0.000970,7,7,17,2,4,3.142857,10,7,17
5,15,4,fast_downward_lmcut,True,0.038072,7,8,22,,,,,,
5,15,5,astar_manhattan,True,0.000224,1,1,4,3,3,3.000000,3,1,4
5,15,5,fast_downward_lmcut,True,0.026814,1,2,3,,,,,,
5,15,6,astar_manhattan,True,0.000996,5,5,16,3,4,3.800000,11,5,16
5,15,6,fast_downward_lmcut,True,0.036524,5,6,19,,,,,,
5,15,7,astar_manhattan,True,0.000978,7,7,19,3,4,3.428571,12,7,19
5,15,7,fast_downward_lmcut,True,0.035287,7,8,24,,,,,,
5,15,8,astar_manhattan,True,0.000726,5,5,14,3,4,3.400000,9,5,14
5,15,8,fast_downward_lmcut,True,0.047829,5,6,17,,,,,,
5,15,9,astar_manhattan,True,0.002192,7,10,28,2,4,3.600000,18,10,28
5,15,9,fast_downward_lmcut,True,0.040332,7,8,27,,,,,,
5,15,10,astar_manhattan,True,0.000270,1,1,4,3,3,3.000000,3,1,4
5,15,10,fast_downward_lmcut,True,0.034721,1,2,3,,,,,,
5,15,11,astar_manhattan,True,0.000340,1,1,4,3,3,3.000000,3,1,4
5,15,11,fast_downward_lmcut,True,0.023239,1,2,3,,,,,,
5,15,12,astar_manhattan,True,0.000425,3,3,9,3,4,3.333333,6,3,9
5,15,12,fast_downward_lmcut,True,0.038546,3,4,10,,,,,,
5,15,13,astar_manhattan,True,0.002713,9,16,37,2,4,3.187500,21,16,37
5,15,13,fast_downward_lmcut,True,0.047300,9,12,34,,,,,,
5,15,14,astar_manhattan,True,0.001255,7,10,24,2,4,3.200000,14,10,24
5,15,14,fast_downward_lmcut,True,0.054067,7,9,27,,,,,,
5,15,15,astar_manhattan,True,0.000866,5,5,15,3,4,3.600000,10,5,15
5,15,15,fast_downward_lmcut,True,0.057284,5,6,18,,,,,,
5,15,16,astar_manhattan,True,0.000312,5,5,13,3,4,3.200000,8,5,13
5,15,16,fast_downward_lmcut,True,0.039739,5,6,16,,,,,,
5,15,17,astar_manhattan,True,0.001264,9,9,18,2,3,2.777778,9,9,18
5,15,17,fast_downward_lmcut,True,0.045499,9,10,25,,,,,,
5,15,18,astar_manhattan,True,0.000251,1,1,4,3,3,3.000000,3,1,4
5,15,18,fast_downward_lmcut,True,0.029335,1,2,3,,,,,,
5,15,19,astar_manhattan,True,0.000984,5,5,16,3,4,3.800000,11,5,16
5,15,19,fast_downward_lmcut,True,0.036228,5,6,19,,,,,,
6,5,0,astar_manhattan,True,0.000599,3,3,9,3,4,3.333333,6,3,9
6,5,0,fast_downward_lmcut,True,0.065803,3,4,10,,,,,,
6,5,1,astar_manhattan,True,0.000733,5,5,16,3,4,3.800000,11,5,16
6,5,1,fast_downward_lmcut,True,0.075745,5,6,19,,,,,,
6,5,2,astar_manhattan,True,0.000275,3,3,8,3,3,3.000000,5,3,8
6,5,2,fast_downward_lmcut,True,0.070858,3,4,9,,,,,,
6,5,3,astar_manhattan,True,0.000867,3,3,9,3,4,3.333333,6,3,9
6,5,3,fast_downward_lmcut,True,0.048976,3,4,10,,,,,,
6,5,4,astar_manhattan,True,0.000455,1,1,4,3,3,3.000000,3,1,4
6,5,4,fast_downward_lmcut,True,0.068379,1,2,3,,,,,,
6,5,5,astar_manhattan,True,0.000339,1,1,4,3,3,3.000000,3,1,4
6,5,5,fast_downward_lmcut,True,0.055380,1,2,3,,,,,,
6,5,6,astar_manhattan,True,0.001018,3,3,10,3,4,3.666667,7,3,10
6,5,6,fast_downward_lmcut,True,0.086792,3,4,11,,,,,,
6,5,7,astar_manhattan,True,0.000675,3,3,10,3,4,3.666667,7,3,10
6,5,7,fast_downward_lmcut,True,0.088255,3,4,11,,,,,,
6,5,8,astar_manhattan,True,0.000521,1,1,4,3,3,3.000000,3,1,4
6,5,8,fast_downward_lmcut,True,0.075909,1,2,3,,,,,,
6,5,9,astar_manhattan,True,0.000323,3,3,9,3,4,3.333333,6,3,9
6,5,9,fast_downward_lmcut,True,0.073496,3,4,10,,,,,,
6,5,10,astar_manhattan,True,0.000390,1,1,4,3,3,3.000000,3,1,4
6,5,10,fast_downward_lmcut,True,0.060215,1,2,3,,,,,,
6,5,11,astar_manhattan,True,0.000464,1,1,4,3,3,3.000000,3,1,4
6,5,11,fast_downward_lmcut,True,0.092972,1,2,3,,,,,,
