n,k,seed,method,solved,time_s,plan_len,expanded,generated,bf_min,bf_max,bf_avg,max_frontier,max_closed,max_memory
6,5,12,astar_manhattan,True,0.000440,1,1,4,3,3,3.000000,3,1,4
6,5,12,fast_downward_lmcut,True,0.060190,1,2,3,,,,,,
6,5,13,astar_manhattan,True,0.000323,1,1,4,3,3,3.000000,3,1,4
6,5,13,fast_downward_lmcut,True,0.063498,1,2,3,,,,,,
6,5,14,astar_manhattan,True,0.000330,3,3,9,3,4,3.333333,6,3,9
6,5,14,fast_downward_lmcut,True,0.077602,3,4,10,,,,,,
6,5,15,astar_manhattan,True,0.001190,3,3,9,3,4,3.333333,6,3,9
6,5,15,fast_downward_lmcut,True,0.091986,3,4,10,,,,,,
6,5,16,astar_manhattan,True,0.001050,5,5,11,2,3,2.800000,6,5,11
6,5,16,fast_downward_lmcut,True,0.083278,5,6,14,,,,,,
6,5,17,astar_manhattan,True,0.001514,5,5,13,3,4,3.200000,8,5,13
6,5,17,fast_downward_lmcut,True,0.077114,5,6,16,,,,,,
6,5,18,astar_manhattan,True,0.000141,1,1,4,3,3,3.000000,3,1,4
6,5,18,fast_downward_lmcut,True,0.080638,1,2,3,,,,,,
6,5,19,astar_manhattan,True,0.000661,1,1,4,3,3,3.000000,3,1,4
6,5,19,fast_downward_lmcut,True,0.167595,1,2,3,,,,,,
6,10,0,astar_manhattan,True,0.000627,2,2,6,3,3,3.000000,4,2,6
6,10,0,fast_downward_lmcut,True,0.080817,2,3,6,,,,,,
6,10,1,astar_manhattan,True,0.003103,8,8,23,3,4,3.625000,15,8,23
6,10,1,fast_downward_lmcut,True,0.285280,8,9,29,,,,,,
6,10,2,astar_manhattan,True,0.001786,6,6,17,3,4,3.500000,11,6,17
6,10,2,fast_downward_lmcut,True,0.090292,6,7,21,,,,,,
6,10,3,astar_manhattan,True,0.002587,6,11,24,2,4,3.090909,13,11,24
6,10,3,fast_downward_lmcut,True,0.076380,6,7,19,,,,,,
6,10,4,astar_manhattan,True,0.001231,4,4,10,3,3,3.000000,6,4,10
6,10,4,fast_downward_lmcut,True,0.062329,4,5,12,,,,,,
6,10,5,astar_manhattan,True,0.000360,2,2,7,3,4,3.500000,5,2,7
6,10,5,fast_downward_lmcut,True,0.072937,2,3,7,,,,,,
6,10,6,astar_manhattan,True,0.001341,4,4,13,3,4,3.750000,9,4,13
6,10,6,fast_downward_lmcut,True,0.080564,4,5,15,,,,,,
6,10,7,astar_manhattan,True,0.002217,8,8,23,3,4,3.625000,15,8,23
6,10,7,fast_downward_lmcut,True,0.082552,8,9,29,,,,,,
6,10,8,astar_manhattan,True,0.000408,4,4,10,3,3,3.000000,6,4,10
6,10,8,fast_downward_lmcut,True,0.082348,4,5,12,,,,,,
6,10,9,astar_manhattan,True,0.000853,2,2,7,3,4,3.500000,5,2,7
6,10,9,fast_downward_lmcut,True,0.059754,2,3,7,,,,,,
6,10,10,astar_manhattan,True,0.000119,0,0,1,0,0,0.000000,1,0,1
6,10,10,fast_downward_lmcut,False,0.054187,0,1,0,,,,,,
6,10,11,astar_manhattan,True,0.000861,2,2,6,3,3,3.000000,4,2,6
6,10,11,fast_downward_lmcut,True,0.067493,2,3,6,,,,,,
6,10,12,astar_manhattan,True,0.001004,4,4,10,2,4,3.000000,6,4,10
6,10,12,fast_downward_lmcut,True,0.106332,4,5,12,,,,,,
6,10,13,astar_manhattan,True,0.001277,6,6,14,2,4,3.000000,8,6,14
6,10,13,fast_downward_lmcut,True,0.085471,6,7,18,,,,,,
6,10,14,astar_manhattan,True,0.002108,6,8,20,2,4,3.250000,12,8,20
6,10,14,fast_downward_lmcut,True,0.136370,6,8,24,,,,,,
6,10,15,astar_manhattan,True,0.001051,4,4,12,3,4,3.500000,8,4,12
6,10,15,fast_downward_lmcut,True,0.096196,4,5,14,,,,,,
6,10,16,astar_manhattan,True,0.000916,4,4,10,3,3,3.000000,6,4,10
6,10,16,fast_downward_lmcut,True,0.059223,4,5,12,,,,,,
6,10,17,astar_manhattan,True,0.000997,8,8,19,3,4,3.125000,11,8,19
6,10,17,fast_downward_lmcut,True,0.084946,8,9,25,,,,,,
6,10,18,astar_manhattan,True,0.000755,2,2,6,3,3,3.000000,4,2,6
6,10,18,fast_downward_lmcut,True,0.061710,2,3,6,,,,,,
6,10,19,astar_manhattan,True,0.000734,2,2,7,3,4,3.500000,5,2,7
6,10,19,fast_downward_lmcut,True,0.064737,2,3,7,,,,,,
6,15,0,astar_manhattan,True,0.001095,3,3,10,3,4,3.666667,7,3,10
6,15,0,fast_downward_lmcut,True,0.079229,3,4,11,,,,,,
6,15,1,astar_manhattan,True,0.001655,7,7,21,3,4,3.714286,14,7,21
6,15,1,fast_downward_lmcut,True,0.085339,7,8,26,,,,,,
6,15,2,astar_manhattan,True,0.003083,9,9,26,3,4,3.666667,17,9,26
6,15,2,fast_downward_lmcut,True,0.076693,9,10,33,,,,,,
6,15,3,astar_manhattan,True,0.004253,11,26,55,2,4,3.076923,29,26,55
6,15,3,fast_downward_lmcut,True,0.103427,11,17,52,,,,,,
6,15,4,astar_manhattan,True,0.001245,5,5,14,3,4,3.400000,9,5,14
6,15,4,fast_downward_lmcut,True,0.073752,5,6,17,,,,,,
6,15,5,astar_manhattan,True,0.000397,1,1,4,3,3,3.000000,3,1,4
6,15,5,fast_downward_lmcut,True,0.066498,1,2,3,,,,,,
6,15,6,astar_manhattan,True,0.001055,3,3,10,3,4,3.666667,7,3,10
6,15,6,fast_downward_lmcut,True,0.061419,3,4,11,,,,,,
6,15,7,astar_manhattan,True,0.004542,11,16,42,2,4,3.500000,26,16,42
6,15,7,fast_downward_lmcut,True,0.105898,11,12,39,,,,,,
6,15,8,astar_manhattan,True,0.001131,5,5,13,3,4,3.200000,8,5,13
6,15,8,fast_downward_lmcut,True,0.072911,5,6,16,,,,,,
6,15,9,astar_manhattan,True,0.002306,7,10,28,2,4,3.600000,18,10,28
6,15,9,fast_downward_lmcut,True,0.089227,7,8,27,,,,,,
6,15,10,astar_manhattan,True,0.000287,1,1,4,3,3,3.000000,3,1,4
6,15,10,fast_downward_lmcut,True,0.067984,1,2,3,,,,,,
6,15,11,astar_manhattan,True,0.000426,1,1,4,3,3,3.000000,3,1,4
6,15,11,fast_downward_lmcut,True,0.056506,1,2,3,,,,,,
6,15,12,astar_manhattan,True,0.000706,3,3,9,3,4,3.333333,6,3,9
6,15,12,fast_downward_lmcut,True,0.055174,3,4,10,,,,,,
6,15,13,astar_manhattan,True,0.001885,9,16,37,2,4,3.187500,21,16,37
6,15,13,fast_downward_lmcut,True,0.080026,9,12,34,,,,,,
6,15,14,astar_manhattan,True,0.001969,7,10,24,2,4,3.200000,14,10,24
6,15,14,fast_downward_lmcut,True,0.063650,7,9,27,,,,,,
6,15,15,astar_manhattan,True,0.001165,5,5,15,3,4,3.600000,10,5,15
6,15,15,fast_downward_lmcut,True,0.083933,5,6,18,,,,,,
6,15,16,astar_manhattan,True,0.000946,7,7,16,2,4,3.000000,9,7,16
6,15,16,fast_downward_lmcut,True,0.062746,7,8,21,,,,,,
6,15,17,astar_manhattan,True,0.002351,9,9,22,3,4,3.222222,13,9,22
6,15,17,fast_downward_lmcut,True,0.092728,9,10,29,,,,,,
6,15,18,astar_manhattan,True,0.000520,1,1,4,3,3,3.000000,3,1,4
6,15,18,fast_downward_lmcut,True,0.050017,1,2,3,,,,,,
6,15,19,astar_manhattan,True,0.001023,5,5,16,3,4,3.800000,11,5,16
6,15,19,fast_downward_lmcut,True,0.081816,5,6,19,,,,,,
7,5,0,astar_manhattan,True,0.000678,3,3,9,3,4,3.333333,6,3,9
7,5,0,fast_downward_lmcut,True,0.120653,3,4,10,,,,,,
7,5,1,astar_manhattan,True,0.001768,5,5,16,3,4,3.800000,11,5,16
7,5,1,fast_downward_lmcut,True,0.139583,5,6,19,,,,,,
7,5,2,astar_manhattan,True,0.001227,3,3,8,3,3,3.000000,5,3,8
7,5,2,fast_downward_lmcut,True,0.129250,3,4,9,,,,,,
7,5,3,astar_manhattan,True,0.000745,3,3,9,3,4,3.333333,6,3,9
7,5,3,fast_downward_lmcut,True,0.109844,3,4,10,,,,,,
7,5,4,astar_manhattan,True,0.000386,1,1,4,3,3,3.000000,3,1,4
7,5,4,fast_downward_lmcut,True,0.109128,1,2,3,,,,,,
7,5,5,astar_manhattan,True,0.000298,1,1,4,3,3,3.000000,3,1,4
7,5,5,fast_downward_lmcut,True,0.113072,1,2,3,,,,,,
7,5,6,astar_manhattan,True,0.000483,3,3,10,3,4,3.666667,7,3,10
7,5,6,fast_downward_lmcut,True,0.121326,3,4,11,,,,,,
7,5,7,astar_manhattan,True,0.000455,3,3,10,3,4,3.666667,7,3,10
7,5,7,fast_downward_lmcut,True,0.111946,3,4,11,,,,,,
7,5,8,astar_manhattan,True,0.000458,1,1,4,3,3,3.000000,3,1,4
7,5,8,fast_downward_lmcut,True,0.122572,1,2,3,,,,,,
7,5,9,astar_manhattan,True,0.001080,3,3,9,3,4,3.333333,6,3,9
7,5,9,fast_downward_lmcut,True,0.128647,3,4,10,,,,,,
7,5,10,astar_manhattan,True,0.000549,1,1,4,3,3,3.000000,3,1,4
7,5,10,fast_downward_lmcut,True,0.126516,1,2,3,,,,,,
7,5,11,astar_manhattan,True,0.000711,1,1,4,3,3,3.000000,3,1,4
7,5,11,fast_downward_lmcut,True,0.094420,1,2,3,,,,,,
7,5,12,astar_manhattan,True,0.000215,1,1,4,3,3,3.000000,3,1,4
7,5,12,fast_downward_lmcut,True,0.105941,1,2,3,,,,,,
7,5,13,astar_manhattan,True,0.000429,1,1,4,3,3,3.000000,3,1,4
7,5,13,fast_downward_lmcut,True,0.118261,1,2,3,,,,,,
7,5,14,astar_manhattan,True,0.000851,3,3,9,3,4,3.333333,6,3,9
7,5,14,fast_downward_lmcut,True,0.115876,3,4,10,,,,,,
7,5,15,astar_manhattan,True,0.001241,3,3,9,3,4,3.333333,6,3,9
7,5,15,fast_downward_lmcut,True,0.125974,3,4,10,,,,,,
7,5,16,astar_manhattan,True,0.001917,5,5,12,3,3,3.000000,7,5,12
7,5,16,fast_downward_lmcut,True,0.142445,5,6,15,,,,,,
7,5,17,astar_manhattan,True,0.001106,5,5,13,3,4,3.200000,8,5,13
7,5,17,fast_downward_lmcut,True,0.125961,5,6,16,,,,,,
7,5,18,astar_manhattan,True,0.000250,1,1,4,3,3,3.000000,3,1,4
7,5,18,fast_downward_lmcut,True,0.124479,1,2,3,,,,,,
7,5,19,astar_manhattan,True,0.000362,1,1,4,3,3,3.000000,3,1,4
7,5,19,fast_downward_lmcut,True,0.118149,1,2,3,,,,,,
7,10,0,astar_manhattan,True,0.000551,2,2,6,3,3,3.000000,4,2,6
7,10,0,fast_downward_lmcut,True,0.108762,2,3,6,,,,,,
7,10,1,astar_manhattan,True,0.002913,8,8,23,3,4,3.625000,15,8,23
7,10,1,fast_downward_lmcut,True,0.141336,8,9,29,,,,,,
7,10,2,astar_manhattan,True,0.002516,6,6,17,3,4,3.500000,11,6,17
7,10,2,fast_downward_lmcut,True,0.164099,6,7,21,,,,,,
7,10,3,astar_manhattan,True,0.002500,6,11,24,2,4,3.090909,13,11,24
7,10,3,fast_downward_lmcut,True,0.143668,6,7,19,,,,,,
7,10,4,astar_manhattan,True,0.000647,4,4,10,3,3,3.000000,6,4,10
7,10,4,fast_downward_lmcut,True,0.128808,4,5,12,,,,,,
7,10,5,astar_manhattan,True,0.000743,2,2,7,3,4,3.500000,5,2,7
7,10,5,fast_downward_lmcut,True,0.129392,2,3,7,,,,,,
7,10,6,astar_manhattan,True,0.001788,4,4,13,3,4,3.750000,9,4,13
7,10,6,fast_downward_lmcut,True,0.144309,4,5,15,,,,,,
7,10,7,astar_manhattan,True,0.001567,6,6,19,3,4,3.833333,13,6,19
7,10,7,fast_downward_lmcut,True,0.158107,6,7,23,,,,,,
7,10,8,astar_manhattan,True,0.001124,4,4,10,3,3,3.000000,6,4,10
7,10,8,fast_downward_lmcut,True,0.133173,4,5,12,,,,,,
7,10,9,astar_manhattan,True,0.000880,2,2,7,3,4,3.500000,5,2,7
7,10,9,fast_downward_lmcut,True,0.113734,2,3,7,,,,,,
7,10,10,astar_manhattan,True,0.000048,0,0,1,0,0,0.000000,1,0,1
7,10,10,fast_downward_lmcut,False,0.116206,0,1,0,,,,,,
7,10,11,astar_manhattan,True,0.000895,2,2,6,3,3,3.000000,4,2,6
7,10,11,fast_downward_lmcut,True,0.110908,2,3,6,,,,,,
7,10,12,astar_manhattan,True,0.000465,4,4,10,2,4,3.000000,6,4,10
7,10,12,fast_downward_lmcut,True,0.126963,4,5,12,,,,,,
7,10,13,astar_manhattan,True,0.001663,6,6,14,2,4,3.000000,8,6,14
7,10,13,fast_downward_lmcut,True,0.126624,6,7,18,,,,,,
7,10,14,astar_manhattan,True,0.002925,6,8,20,2,4,3.250000,12,8,20
7,10,14,fast_downward_lmcut,True,0.150691,6,8,24,,,,,,
7,10,15,astar_manhattan,True,0.001115,4,4,12,3,4,3.500000,8,4,12
7,10,15,fast_downward_lmcut,True,0.125212,4,5,14,,,,,,
7,10,16,astar_manhattan,True,0.001232,8,8,21,3,4,3.375000,13,8,21
7,10,16,fast_downward_lmcut,True,0.164625,8,9,27,,,,,,
7,10,17,astar_manhattan,True,0.003383,8,8,22,3,4,3.500000,14,8,22
7,10,17,fast_downward_lmcut,True,0.149589,8,9,28,,,,,,
7,10,18,astar_manhattan,True,0.000515,2,2,6,3,3,3.000000,4,2,6
7,10,18,fast_downward_lmcut,True,0.100002,2,3,6,,,,,,
7,10,19,astar_manhattan,True,0.000746,2,2,7,3,4,3.500000,5,2,7
7,10,19,fast_downward_lmcut,True,0.138044,2,3,7,,,,,,
7,15,0,astar_manhattan,True,0.001210,3,3,10,3,4,3.666667,7,3,10
7,15,0,fast_downward_lmcut,True,0.128081,3,4,11,,,,,,
7,15,1,astar_manhattan,True,0.002460,7,7,21,3,4,3.714286,14,7,21
7,15,1,fast_downward_lmcut,True,0.156412,7,8,26,,,,,,
7,15,2,astar_manhattan,True,0.001362,9,9,26,3,4,3.666667,17,9,26
7,15,2,fast_downward_lmcut,True,0.170095,9,10,33,,,,,,
7,15,3,astar_manhattan,True,0.006598,11,26,55,2,4,3.076923,29,26,55
7,15,3,fast_downward_lmcut,True,0.170186,11,17,52,,,,,,
7,15,4,astar_manhattan,True,0.002140,5,5,14,3,4,3.400000,9,5,14
7,15,4,fast_downward_lmcut,True,0.129558,5,6,17,,,,,,
7,15,5,astar_manhattan,True,0.000411,1,1,4,3,3,3.000000,3,1,4
7,15,5,fast_downward_lmcut,True,0.106352,1,2,3,,,,,,
7,15,6,astar_manhattan,True,0.001559,3,3,10,3,4,3.666667,7,3,10
7,15,6,fast_downward_lmcut,True,0.135715,3,4,11,,,,,,
7,15,7,astar_manhattan,True,0.003610,11,11,31,3,4,3.636364,20,11,31
7,15,7,fast_downward_lmcut,True,0.224394,11,12,40,,,,,,
7,15,8,astar_manhattan,True,0.002286,5,5,13,3,4,3.200000,8,5,13
7,15,8,fast_downward_lmcut,True,0.132771,5,6,16,,,,,,
7,15,9,astar_manhattan,True,0.003668,7,10,28,2,4,3.600000,18,10,28
7,15,9,fast_downward_lmcut,True,0.176042,7,8,27,,,,,,
7,15,10,astar_manhattan,True,0.000318,1,1,4,3,3,3.000000,3,1,4
7,15,10,fast_downward_lmcut,True,0.120481,1,2,3,,,,,,
7,15,11,astar_manhattan,True,0.000275,1,1,4,3,3,3.000000,3,1,4
7,15,11,fast_downward_lmcut,True,0.117956,1,2,3,,,,,,
7,15,12,astar_manhattan,True,0.000420,3,3,9,3,4,3.333333,6,3,9
7,15,12,fast_downward_lmcut,True,0.138534,3,4,10,,,,,,
7,15,13,astar_manhattan,True,0.004883,9,16,37,2,4,3.187500,21,16,37
7,15,13,fast_downward_lmcut,True,0.154717,9,12,34,,,,,,
7,15,14,astar_manhattan,True,0.002136,7,10,24,2,4,3.200000,14,10,24
7,15,14,fast_downward_lmcut,True,0.152997,7,9,27,,,,,,
7,15,15,astar_manhattan,True,0.001511,5,5,15,3,4,3.600000,10,5,15
7,15,15,fast_downward_lmcut,True,0.122947,5,6,18,,,,,,
7,15,16,astar_manhattan,True,0.002250,7,7,17,3,4,3.142857,10,7,17
7,15,16,fast_downward_lmcut,True,0.140870,7,8,22,,,,,,
7,15,17,astar_manhattan,True,0.003103,9,14,34,2,4,3.285714,20,14,34
7,15,17,fast_downward_lmcut,True,0.189391,9,10,32,,,,,,
7,15,18,astar_manhattan,True,0.000251,1,1,4,3,3,3.000000,3,1,4
7,15,18,fast_downward_lmcut,True,0.119339,1,2,3,,,,,,
7,15,19,astar_manhattan,True,0.001964,5,5,16,3,4,3.800000,11,5,16
7,15,19,fast_downward_lmcut,True,0.131924,5,6,19,,,,,,
8,5,0,astar_manhattan,True,0.000675,3,3,9,3,4,3.333333,6,3,9
8,5,0,fast_downward_lmcut,True,0.274615,3,4,10,,,,,,
8,5,1,astar_manhattan,True,0.001462,5,5,16,3,4,3.800000,11,5,16
8,5,1,fast_downward_lmcut,True,0.311722,5,6,19,,,,,,
8,5,2,astar_manhattan,True,0.000471,3,3,8,3,3,3.000000,5,3,8
8,5,2,fast_downward_lmcut,True,0.233173,3,4,9,,,,,,
8,5,3,astar_manhattan,True,0.000486,3,3,9,3,4,3.333333,6,3,9
8,5,3,fast_downward_lmcut,True,0.270286,3,4,10,,,,,,
8,5,4,astar_manhattan,True,0.000243,1,1,4,3,3,3.000000,3,1,4
8,5,4,fast_downward_lmcut,True,0.252082,1,2,3,,,,,,
8,5,5,astar_manhattan,True,0.000747,1,1,4,3,3,3.000000,3,1,4
8,5,5,fast_downward_lmcut,True,0.204261,1,2,3,,,,,,
8,5,6,astar_manhattan,True,0.001883,3,3,10,3,4,3.666667,7,3,10
8,5,6,fast_downward_lmcut,True,0.210103,3,4,11,,,,,,
8,5,7,astar_manhattan,True,0.001548,3,3,10,3,4,3.666667,7,3,10
8,5,7,fast_downward_lmcut,True,0.200010,3,4,11,,,,,,
8,5,8,astar_manhattan,True,0.000673,1,1,4,3,3,3.000000,3,1,4
8,5,8,fast_downward_lmcut,True,0.219371,1,2,3,,,,,,
8,5,9,astar_manhattan,True,0.001059,3,3,9,3,4,3.333333,6,3,9
8,5,9,fast_downward_lmcut,True,0.204569,3,4,10,,,,,,
8,5,10,astar_manhattan,True,0.000509,1,1,4,3,3,3.000000,3,1,4
8,5,10,fast_downward_lmcut,True,0.211853,1,2,3,,,,,,
8,5,11,astar_manhattan,True,0.000472,1,1,4,3,3,3.000000,3,1,4
8,5,11,fast_downward_lmcut,True,0.265031,1,2,3,,,,,,
8,5,12,astar_manhattan,True,0.000398,1,1,4,3,3,3.000000,3,1,4
8,5,12,fast_downward_lmcut,True,0.205668,1,2,3,,,,,,
8,5,13,astar_manhattan,True,0.000596,1,1,4,3,3,3.000000,3,1,4
8,5,13,fast_downward_lmcut,True,0.191431,1,2,3,,,,,,
8,5,14,astar_manhattan,True,0.001179,3,3,9,3,4,3.333333,6,3,9
8,5,14,fast_downward_lmcut,True,0.225458,3,4,10,,,,,,
8,5,15,astar_manhattan,True,0.001021,3,3,9,3,4,3.333333,6,3,9
8,5,15,fast_downward_lmcut,True,0.214228,3,4,10,,,,,,
8,5,16,astar_manhattan,True,0.001919,5,5,12,3,3,3.000000,7,5,12
8,5,16,fast_downward_lmcut,True,0.240325,5,6,15,,,,,,
8,5,17,astar_manhattan,True,0.001916,5,5,13,3,4,3.200000,8,5,13
8,5,17,fast_downward_lmcut,True,0.219803,5,6,16,,,,,,
8,5,18,astar_manhattan,True,0.000310,1,1,4,3,3,3.000000,3,1,4
8,5,18,fast_downward_lmcut,True,0.222231,1,2,3,,,,,,
8,5,19,astar_manhattan,True,0.000650,1,1,4,3,3,3.000000,3,1,4
8,5,19,fast_downward_lmcut,True,0.204407,1,2,3,,,,,,
8,10,0,astar_manhattan,True,0.001248,2,2,6,3,3,3.000000,4,2,6
8,10,0,fast_downward_lmcut,True,0.210121,2,3,6,,,,,,
8,10,1,astar_manhattan,True,0.003266,8,8,23,3,4,3.625000,15,8,23
8,10,1,fast_downward_lmcut,True,0.280597,8,9,29,,,,,,
8,10,2,astar_manhattan,True,0.002884,6,6,17,3,4,3.500000,11,6,17
8,10,2,fast_downward_lmcut,True,0.226971,6,7,21,,,,,,
8,10,3,astar_manhattan,True,0.004616,6,11,24,2,4,3.090909,13,11,24
8,10,3,fast_downward_lmcut,True,0.238380,6,7,19,,,,,,
8,10,4,astar_manhattan,True,0.000670,4,4,10,3,3,3.000000,6,4,10
8,10,4,fast_downward_lmcut,True,0.214534,4,5,12,,,,,,
8,10,5,astar_manhattan,True,0.000965,2,2,7,3,4,3.500000,5,2,7
8,10,5,fast_downward_lmcut,True,0.201318,2,3,7,,,,,,
8,10,6,astar_manhattan,True,0.001072,4,4,13,3,4,3.750000,9,4,13
8,10,6,fast_downward_lmcut,True,0.224506,4,5,15,,,,,,
8,10,7,astar_manhattan,True,0.003454,6,6,19,3,4,3.833333,13,6,19
8,10,7,fast_downward_lmcut,True,0.241496,6,7,23,,,,,,
8,10,8,astar_manhattan,True,0.001357,4,4,10,3,3,3.000000,6,4,10
8,10,8,fast_downward_lmcut,True,0.235652,4,5,12,,,,,,
8,10,9,astar_manhattan,True,0.001100,2,2,7,3,4,3.500000,5,2,7
8,10,9,fast_downward_lmcut,True,0.207817,2,3,7,,,,,,
8,10,10,astar_manhattan,True,0.000147,0,0,1,0,0,0.000000,1,0,1
8,10,10,fast_downward_lmcut,False,0.218732,0,1,0,,,,,,
8,10,11,astar_manhattan,True,0.000721,2,2,6,3,3,3.000000,4,2,6
8,10,11,fast_downward_lmcut,True,0.235550,2,3,6,,,,,,
8,10,12,astar_manhattan,True,0.000575,4,4,10,2,4,3.000000,6,4,10
8,10,12,fast_downward_lmcut,True,0.201666,4,5,12,,,,,,
8,10,13,astar_manhattan,True,0.001971,6,6,14,2,4,3.000000,8,6,14
8,10,13,fast_downward_lmcut,True,0.219875,6,7,18,,,,,,
8,10,14,astar_manhattan,True,0.002913,6,8,20,2,4,3.250000,12,8,20
8,10,14,fast_downward_lmcut,True,0.266641,6,8,24,,,,,,
8,10,15,astar_manhattan,True,0.001858,4,4,12,3,4,3.500000,8,4,12
8,10,15,fast_downward_lmcut,True,0.217022,4,5,14,,,,,,
8,10,16,astar_manhattan,True,0.001753,8,8,21,3,4,3.375000,13,8,21
8,10,16,fast_downward_lmcut,True,0.266204,8,9,27,,,,,,
8,10,17,astar_manhattan,True,0.003285,8,8,22,3,4,3.500000,14,8,22
8,10,17,fast_downward_lmcut,True,0.326425,8,9,28,,,,,,
8,10,18,astar_manhattan,True,0.000812,2,2,6,3,3,3.000000,4,2,6
8,10,18,fast_downward_lmcut,True,0.210629,2,3,6,,,,,,
8,10,19,astar_manhattan,True,0.001156,2,2,7,3,4,3.500000,5,2,7
8,10,19,fast_downward_lmcut,True,0.203288,2,3,7,,,,,,
8,15,0,astar_manhattan,True,0.001424,3,3,10,3,4,3.666667,7,3,10
8,15,0,fast_downward_lmcut,True,0.242269,3,4,11,,,,,,
8,15,1,astar_manhattan,True,0.002225,7,7,21,3,4,3.714286,14,7,21
8,15,1,fast_downward_lmcut,True,0.262799,7,8,26,,,,,,
8,15,2,astar_manhattan,True,0.003974,9,9,26,3,4,3.666667,17,9,26
8,15,2,fast_downward_lmcut,True,1.171231,9,10,33,,,,,,
8,15,3,astar_manhattan,True,0.022744,11,26,55,2,4,3.076923,29,26,55
8,15,3,fast_downward_lmcut,True,0.365575,11,17,52,,,,,,
8,15,4,astar_manhattan,True,0.002486,5,5,14,3,4,3.400000,9,5,14
8,15,4,fast_downward_lmcut,True,0.241305,5,6,17,,,,,,
8,15,5,astar_manhattan,True,0.000735,1,1,4,3,3,3.000000,3,1,4
8,15,5,fast_downward_lmcut,True,0.202172,1,2,3,,,,,,
8,15,6,astar_manhattan,True,0.001444,3,3,10,3,4,3.666667,7,3,10
8,15,6,fast_downward_lmcut,True,0.237558,3,4,11,,,,,,
8,15,7,astar_manhattan,True,0.003607,11,11,31,2,4,3.636364,20,11,31
8,15,7,fast_downward_lmcut,True,0.354863,11,12,40,,,,,,
8,15,8,astar_manhattan,True,0.001686,5,5,13,3,4,3.200000,8,5,13
8,15,8,fast_downward_lmcut,True,0.235219,5,6,16,,,,,,
8,15,9,astar_manhattan,True,0.003934,7,10,28,2,4,3.600000,18,10,28
8,15,9,fast_downward_lmcut,True,0.263821,7,8,27,,,,,,
8,15,10,astar_manhattan,True,0.000750,1,1,4,3,3,3.000000,3,1,4
8,15,10,fast_downward_lmcut,True,0.207178,1,2,3,,,,,,
8,15,11,astar_manhattan,True,0.000464,1,1,4,3,3,3.000000,3,1,4
8,15,11,fast_downward_lmcut,True,0.215378,1,2,3,,,,,,
8,15,12,astar_manhattan,True,0.001716,3,3,9,3,4,3.333333,6,3,9
8,15,12,fast_downward_lmcut,True,0.238483,3,4,10,,,,,,
8,15,13,astar_manhattan,True,0.006071,9,16,37,2,4,3.187500,21,16,37
8,15,13,fast_downward_lmcut,True,0.281433,9,12,34,,,,,,
8,15,14,astar_manhattan,True,0.003226,7,10,24,2,4,3.200000,14,10,24
8,15,14,fast_downward_lmcut,True,0.322181,7,9,27,,,,,,
8,15,15,astar_manhattan,True,0.002712,5,5,15,3,4,3.600000,10,5,15
8,15,15,fast_downward_lmcut,True,0.248785,5,6,18,,,,,,
8,15,16,astar_manhattan,True,0.001857,7,7,18,3,4,3.285714,11,7,18
8,15,16,fast_downward_lmcut,True,0.260619,7,8,23,,,,,,
8,15,17,astar_manhattan,True,0.005743,9,14,34,2,4,3.285714,20,14,34
8,15,17,fast_downward_lmcut,True,0.330448,9,10,32,,,,,,
8,15,18,astar_manhattan,True,0.000935,1,1,4,3,3,3.000000,3,1,4
8,15,18,fast_downward_lmcut,True,0.208883,1,2,3,,,,,,
8,15,19,astar_manhattan,True,0.002536,5,5,16,3,4,3.800000,11,5,16
8,15,19,fast_downward_lmcut,True,0.296948,5,6,19,,,,,,
10,5,0,astar_manhattan,True,0.002120,3,3,9,3,4,3.333333,6,3,9
10,5,0,fast_downward_lmcut,True,0.653322,3,4,10,,,,,,
10,5,1,astar_manhattan,True,0.003264,5,5,16,3,4,3.800000,11,5,16
10,5,1,fast_downward_lmcut,True,0.666896,5,6,19,,,,,,
10,5,2,astar_manhattan,True,0.001830,3,3,8,3,3,3.000000,5,3,8
10,5,2,fast_downward_lmcut,True,0.608936,3,4,9,,,,,,
10,5,3,astar_manhattan,True,0.002066,3,3,9,3,4,3.333333,6,3,9
10,5,3,fast_downward_lmcut,True,0.666661,3,4,10,,,,,,
10,5,4,astar_manhattan,True,0.000353,1,1,4,3,3,3.000000,3,1,4
10,5,4,fast_downward_lmcut,True,0.557926,1,2,3,,,,,,
10,5,5,astar_manhattan,True,0.000878,1,1,4,3,3,3.000000,3,1,4
10,5,5,fast_downward_lmcut,True,0.530759,1,2,3,,,,,,
10,5,6,astar_manhattan,True,0.002222,3,3,10,3,4,3.666667,7,3,10
10,5,6,fast_downward_lmcut,True,0.607196,3,4,11,,,,,,
10,5,7,astar_manhattan,True,0.002201,3,3,10,3,4,3.666667,7,3,10
10,5,7,fast_downward_lmcut,True,0.570420,3,4,11,,,,,,
10,5,8,astar_manhattan,True,0.000988,1,1,4,3,3,3.000000,3,1,4
10,5,8,fast_downward_lmcut,True,0.550664,1,2,3,,,,,,
10,5,9,astar_manhattan,True,0.002322,3,3,9,3,4,3.333333,6,3,9
10,5,9,fast_downward_lmcut,True,0.610873,3,4,10,,,,,,
10,5,10,astar_manhattan,True,0.000475,1,1,4,3,3,3.000000,3,1,4
